"Latitud";"Longitud";"Nombre parada";"Ramal";"Sentido";"Orden";"Seccion"
-34.6158066;-58.5274637;Beiró y Moliere;9435;Ida;44;15
-34.6174665;-58.5296202;Beiró y Gral Paz;9435;Ida;45;15
-34.6191176;-58.5312724;Av Gral Paz y San Roque;9435;Ida;46;15
-34.6228214;-58.5313421;Roca y R A Siria;9435;Ida;47;15
-34.6240177;-58.5326779;Roca y Mansoni;9435;Ida;48;15
-34.6251670;-58.5340070;Roca y Barragán;9435;Ida;49;15
-34.6267650;-58.5358100;Roca y San Ignacio;9435;Ida;50;15
-34.6285500;-58.5348670;Bergamini y Croacia;9435;Ida;51;15
-34.6317620;-58.4256750;Av La Plata y Pavón;9434;Ida;124;11
-34.6273200;-58.4266780;Av La Plata y San juan;9434;Ida;125;11
-34.6223888;-58.4276694;Av La Plata e Independencia;9434;Ida;126;11
-34.6186232;-58.4283936;Av La Plata y Venezuela;9434;Ida;127;11
-34.6159037;-58.4290159;Av La Plata y Rivadavia;9434;Ida;128;11
-34.6172180;-58.4340480;Rivadavia y Campichuelo;9434;Ida;129;11
-34.6186020;-58.4371670;Rivadavia y Acoyte;9434;Ida;130;12
-34.6200800;-58.4406298;Rivadavia y Colpayo;9434;Ida;131;12
-34.6224771;-58.4463805;Rivadavia y Paynsandu;9434;Ida;132;12
-34.6238764;-58.4498459;Rivadavia y Miró;9434;Ida;133;12
-34.6254500;-58.4535320;Rivadavia y Curapaligue;9434;Ida;134;12
-34.6269488;-58.4575707;Rivadavia y F.L.Beltrán;9434;Ida;135;12
-34.6277420;-58.4593820;Rivadavia y Gabilán (Metrobus);9434;Ida;136;13
-34.6294825;-58.4651023;Rivadavia y Pedernera;9434;Ida;137;13
-34.6309391;-58.4708422;Rivadavia y Argeritch;9434;Ida;138;13
-34.6317999;-58.4740287;Rivadavia y Cuenca;9434;Ida;139;13
-34.6327709;-58.4776819;Rivadavia y San Nicolás;9434;Ida;140;13
-34.6338303;-58.4822041;Rivadavia y Segurola;9434;Ida;141;13
-34.6320100;-58.4839100;Mercedez y Bacacay;9434;Ida;142;13
-34.6300470;-58.4848320;Mercedez y Avellaneda;9434;Ida;143;13
-34.6277120;-58.4859020;Mercedez y Morón;9434;Ida;144;13
-34.6266320;-58.4876530;Av Gaona y Gualeguaychu;9434;Ida;145;13
-34.6268720;-58.4893000;Sanabria y Juan B. Justo;9434;Ida;146;14
-34.6249920;-58.4916500;Sanabria y R.deE.San Martin;9434;Ida;147;14
-34.6232250;-58.4938600;Sanabria y M Cervantes;9434;Ida;148;14
-34.6216251;-58.4958780;Sanabria y San Blas;9434;Ida;149;14
-34.6192589;-58.4988284;Sanabria y Miranda;9434;Ida;150;14
-34.6171380;-58.5013630;Sanabria y A.Jonte;9434;Ida;151;14
-34.6144970;-58.5033830;Sanabria y Snato Tomé;9434;Ida;152;14
-34.6115080;-58.5060470;Sanabria y Nogoyá;9434;Ida;153;14
-34.6091630;-58.5081070;Sanabria y P.Lozano;9434;Ida;154;14
-34.6074003;-58.5095894;Sanabria y Simbron;9434;Ida;155;14
-34.6265118;-58.5364598;San ignacio y Pelegrini;9435;Vuelta;4;15
-34.6252449;-58.5355693;Pelegrini y Necochea;9435;Vuelta;5;15
-34.6240000;-58.5341477;Pelegrini y Dardo Rocha;9435;Vuelta;6;15
-34.6226360;-58.5326350;Pelegrini y R A Siria;9435;Vuelta;7;15
-34.6216030;-58.5336220;Rep A Siria y San Roque;9435;Vuelta;8;15
-34.6207775;-58.5329998;San Roque y Los Andes;9435;Vuelta;9;15
-34.6192809;-58.5314494;San Roque Y Gral Paz;9435;Vuelta;10;15
-34.6179875;-58.5301888;Beiró y Irigoyen;9435;Vuelta;11;15
-34.6138287;-58.5248297;Beiró y Lopez de Vega;9435;Vuelta;12;15
-34.6110031;-58.5202163;Beiró y Bermudez;9435;Vuelta;13;15
-34.6075814;-58.5145140;Beiró y Marcos Paz;9435;Vuelta;14;15
-34.6062435;-58.5132855;Segurola y Navarro;9435;Vuelta;15;15
-34.6046054;-58.5136288;Cantilo y Sanabria;9435;Vuelta;16;14
-34.6036296;-58.5120088;Cantilo y Gualeguaychu;9435;Vuelta;17;14
-34.6048262;-58.5106087;Gualeguaychu y Beiró;9435;Vuelta;18;14
-34.6072679;-58.5120517;Segurola y Varela;9435;Vuelta;19;14
-34.6098993;-58.5098523;Segurola y Pedro Lozano;9435;Vuelta;20;14
-34.6121775;-58.5080069;Segurola y Nogoya;9435;Vuelta;21;14
-34.6150163;-58.5053462;Segurola y Santo tomé;9435;Vuelta;22;14
-34.6177535;-58.5026479;Segurola y Alvarez Jonte;9435;Vuelta;23;14
-34.6195591;-58.5005558;Segurola y Miranda;9435;Vuelta;24;14
-34.6204287;-58.4993809;Segurola y E Gonzalez;9435;Vuelta;25;14
-34.6216118;-58.4979218;Segurola y Pablo Podestá;9435;Vuelta;26;14
-34.6230200;-58.4961301;Segurola y Camarones;9435;Vuelta;27;14
-34.6238544;-58.4950626;Segurola y M Cervantes;9435;Vuelta;28;14
-34.6255539;-58.4929329;Segurola y R Escalada SM;9435;Vuelta;29;14
-34.6266751;-58.4915435;Segurola y Juan B Justo;9435;Vuelta;30;13
-34.6275226;-58.4904063;Segurola y Gaona;9435;Vuelta;31;13
-34.6291073;-58.4884483;Segurola y Aranguren;9435;Vuelta;32;13
-34.6318882;-58.4850097;Segurola y Bacacay;9435;Vuelta;33;13
-34.6335963;-58.4807235;Rivadavia y Candelaria;9435;Vuelta;34;13
-34.6327224;-58.4772152;Rivadavia y dolores;9435;Vuelta;35;13
-34.6315792;-58.4726715;Rivadavia y José Marti;9435;Vuelta;36;13
-34.6305419;-58.4689111;Rivadavia y Nazca (metrobus);9435;Vuelta;37;12
-34.6281848;-58.4604943;Rivadavia y Bonorino;9435;Vuelta;38;12
-34.6263838;-58.4561062;Rivadavia y Carabobo;9435;Vuelta;39;12
-34.6254524;-58.4536171;Rivadavia y Curapaligue;9435;Vuelta;40;12
-34.6236910;-58.4491110;Rivadavia y Puan;9435;Vuelta;41;12
-34.6228744;-58.4467989;Rivadavia y Hortiguera;9435;Vuelta;42;12
-34.6206495;-58.4405279;Rosario y Centenera;9435;Vuelta;43;12
-34.6195149;-58.4364295;Rosario y José M Moreno;9435;Vuelta;44;11
-34.6187600;-58.4319717;Rosario y Doblas;9435;Vuelta;45;11
-34.6184245;-58.4292412;Rosario y Av La Plata;9435;Vuelta;46;11
-34.6215191;-58.4278947;Av La Plata y Alberdi;9435;Vuelta;47;11
-34.6247328;-58.4272939;Av La Plata y Pedro Goyena;9435;Vuelta;48;11
-34.6266045;-58.4268701;Av La Plata y Directorio;9435;Vuelta;49;11
-34.6309524;-58.4259206;Av La Plata y Asamblea;9435;Vuelta;50;11
-34.6333359;-58.4252930;Av La Plata y Santander;9435;Vuelta;51;11
-34.6365447;-58.4245098;Av La Plata Zaraza;9435;Vuelta;52;11
-34.6398373;-58.4235871;Av La Plata y Cobo;9435;Vuelta;53;10
-34.6420352;-58.4230828;Av La Plata F de la Cruz;9435;Vuelta;54;10
-34.6447141;-58.4212911;Av La Plata F Rivera;9435;Vuelta;55;10
-34.6469295;-58.4194511;Av La Plata Tabare;9435;Vuelta;56;10
-34.6480858;-58.4170103;Av La Plata Saenz;9435;Vuelta;57;10
-34.6513602;-58.4164739;Saenz y Esquiú (metrobus);9435;Vuelta;58;10
-34.6770747;-58.3909929;Cabildo y Peru;9433;Ida;99;8
-34.6753350;-58.3930670;Cabildo y Mendoza;9433;Ida;100;9
-34.6734880;-58.3951970;Guatemala y Cabildo;9433;Ida;101;9
-34.6736866;-58.3963412;Rivadavia y Paraguay;9433;Ida;102;9
-34.6751204;-58.3979398;Rivadavia y Rep.Argentina;9433;Ida;103;9
-34.6758130;-58.3989161;Rivadavia y Colombia;9433;Ida;104;9
-34.6769865;-58.4006757;Rivadavia y Pte Perón;9433;Ida;105;9
-34.6762409;-58.4023869;Pte Perón y Oliden;9433;Ida;106;9
-34.6757230;-58.4031220;Pte Perón y Ucrania;9433;Ida;107;9
-34.6747277;-58.4044361;Pte Perón y P de la Patria;9433;Ida;108;9
-34.6740307;-58.4053749;Pte Perón y Juan Farrel;9433;Ida;109;9
-34.6727204;-58.4071344;Pte Perón y J Rucci;9433;Ida;110;9
-34.6714542;-58.4088832;Pte Perón y Burgos;9433;Ida;111;9
-34.6701880;-58.4105462;Pte Perón y Armenia;9433;Ida;112;9
-34.6689924;-58.4121609;Pte Perón y Valparaíso;9433;Ida;113;9
-34.6677790;-58.4137541;Pte Perón y Lomas Valentinas;9433;Ida;114;9
-34.6666099;-58.4153634;Pte Perón y Crotti;9433;Ida;115;9
-34.6656304;-58.4166992;Pte Perón y La Habana;9433;Ida;116;9
-34.6625594;-58.4171551;R de Escalada y A L Palacios;9433;Ida;117;10
-34.6514838;-58.4162700;Av Saenz y Esquiú  (metrobus);9433;Ida;118;10
-34.6480450;-58.4170370;Av La Plata y Saenz;9433;Ida;119;10
-34.6431350;-58.4225570;Av La Plata y Chiclana;9433;Ida;120;10
-34.6404287;-58.4233725;Av La Plata y Caceros;9433;Ida;121;11
-34.6387350;-58.4238520;Av La Plata y Rondeau;9433;Ida;122;11
-34.7079277;-58.2279146;Cervantes y Olavarría;9432;Vuelta;165;1
-34.7101723;-58.2240576;Cervantes y Iriarte;9432;Vuelta;166;1
-34.7126374;-58.2201898;Cervantes y 25 bis;9432;Vuelta;167;1
-34.7176422;-58.2124436;Cervantes y Echeverría;9432;Vuelta;168;1
-34.6514838;-58.4162700;Av Saenz y Esquiú (metrobus);9435;Ida;1;10
-34.6480450;-58.4170370;Av La Plata y Saenz;9435;Ida;2;10
-34.6431350;-58.4225570;Av La Plata y Chiclana;9435;Ida;3;10
-34.6404287;-58.4233725;Av La Plata y Caceros;9435;Ida;4;11
-34.6387350;-58.4238520;Av La Plata y Rondeau;9435;Ida;5;11
-34.6341350;-58.4250600;Av La Plata y Inclan;9435;Ida;6;11
-34.6317620;-58.4256750;Av La Plata y Pavón;9435;Ida;7;11
-34.6273200;-58.4266780;Av La Plata y San juan;9435;Ida;8;11
-34.6223888;-58.4276694;Av La Plata e Independencia;9435;Ida;9;11
-34.6186232;-58.4283936;Av La Plata y Venezuela;9435;Ida;10;11
-34.6159037;-58.4290159;Av La Plata y Rivadavia;9435;Ida;11;11
-34.6172180;-58.4340480;Rivadavia y Campichuelo;9435;Ida;12;11
-34.6186020;-58.4371670;Rivadavia y Acoyte;9435;Ida;13;12
-34.6200800;-58.4406298;Rivadavia y Colpayo;9435;Ida;14;12
-34.6224771;-58.4463805;Rivadavia y Paynsandu;9435;Ida;15;12
-34.6238764;-58.4498459;Rivadavia y Miró;9435;Ida;16;12
-34.6254500;-58.4535320;Rivadavia y Curapaligue;9435;Ida;17;12
-34.6269488;-58.4575707;Rivadavia y F.L.Beltrán;9435;Ida;18;12
-34.6277420;-58.4593820;Rivadavia y Gabilán (Metrobus);9435;Ida;19;13
-34.6294825;-58.4651023;Rivadavia y Pedernera;9435;Ida;20;13
-34.6309391;-58.4708422;Rivadavia y Argeritch;9435;Ida;21;13
-34.6317999;-58.4740287;Rivadavia y Cuenca;9435;Ida;22;13
-34.6327709;-58.4776819;Rivadavia y San Nicolás;9435;Ida;23;13
-34.6338303;-58.4822041;Rivadavia y Segurola;9435;Ida;24;13
-34.6320100;-58.4839100;Mercedez y Bacacay;9435;Ida;25;13
-34.6300470;-58.4848320;Mercedez y Avellaneda;9435;Ida;26;13
-34.6277120;-58.4859020;Mercedez y Morón;9435;Ida;27;13
-34.6266320;-58.4876530;Av Gaona y Gualeguaychu;9435;Ida;28;13
-34.6268720;-58.4893000;Sanabria y Juan B. Justo;9435;Ida;29;14
-34.6249920;-58.4916500;Sanabria y R.deE.San Martin;9435;Ida;30;14
-34.6232250;-58.4938600;Sanabria y M Cervantes;9435;Ida;31;14
-34.6216251;-58.4958780;Sanabria y San Blas;9435;Ida;32;14
-34.6192589;-58.4988284;Sanabria y Miranda;9435;Ida;33;14
-34.6171380;-58.5013630;Sanabria y A.Jonte;9435;Ida;34;14
-34.6144970;-58.5033830;Sanabria y Snato Tomé;9435;Ida;35;14
-34.6115080;-58.5060470;Sanabria y Nogoyá;9435;Ida;36;14
-34.6091630;-58.5081070;Sanabria y P.Lozano;9435;Ida;37;14
-34.6074003;-58.5095894;Sanabria y Simbron;9435;Ida;38;14
-34.6058638;-58.5109091;Sanabria y Beiró;9435;Ida;39;15
-34.6074975;-58.5145408;Beiró y Marcos Paz;9435;Ida;40;15
-34.6854121;-58.3599061;Larralde y O Higgins;213;Ida;80;1
-34.6838329;-58.3618534;Larralde y Sarmiento;213;Ida;81;1
-34.6796330;-58.3641470;Eva Peron y Elisalde;213;Ida;83;1
-34.6767580;-58.3645480;Eva Peron y Guemes;213;Ida;84;1
-34.6740920;-58.3622500;Pitágoras (Museo);213;Ida;85;1
-34.6749836;-58.3642191;Guemes y Lanares;213;Ida;86;1
-34.7054008;-58.3362812;B de los Italianos y C Larralde;9433;Vuelta;104;6
-34.7063225;-58.3346343;C Larralde y Mendez;9433;Vuelta;105;6
-34.7071868;-58.3336043;C Larralde y Cotagaita;9433;Vuelta;106;6
-34.7086950;-58.3316839;C Larralde y Condarco;9433;Vuelta;107;6
-34.7103002;-58.3297312;C Larralde y Paisandu;9433;Vuelta;108;6
-34.7116143;-58.3280790;C Larralde y Ascasubi;9433;Vuelta;109;5
-34.7107676;-58.3252788;Onsari y Mansilla;9433;Vuelta;110;5
-34.7097534;-58.3240879;Onsari y Villegas;9433;Vuelta;111;5
-34.7079983;-58.3219743;Onsari y Solier;9433;Vuelta;112;5
-34.7063225;-58.3199251;Onsari y Belgrano;9433;Vuelta;113;5
-34.7046467;-58.3181226;Onsari y Mitre;9433;Vuelta;114;5
-34.7051671;-58.3163470;Mitre y Echeverria;9433;Vuelta;115;5
-34.7064107;-58.3151346;Mitre y Victor Hugo;9433;Vuelta;116;5
-34.7077293;-58.3137238;Mitre y Lynch;9433;Vuelta;117;5
-34.7091933;-58.3122379;Av Los Quilmes y Neuquén;9433;Vuelta;118;5
-34.7111866;-58.3103013;Av Los Quilmes y Pilcomayo;9433;Vuelta;119;5
-34.7128049;-58.3086491;Av Los Quilmes y Los Andes;9433;Vuelta;120;5
-34.7143747;-58.3072007;Av Los Quilmes y Formosa;9433;Vuelta;121;5
-34.7160327;-58.3052909;Av Los Quilmes y Montevideo;9433;Vuelta;122;4
-34.7195514;-58.3039176;Av Los Quilmes y Cerrito;9433;Vuelta;123;4
-34.7248335;-58.3023620;Av Los Quilmes y Zapiola;9433;Vuelta;124;4
-34.7286340;-58.2999480;Calchaquí y La Madrid;9433;Vuelta;125;4
-34.7309883;-58.2982635;Calchaquí y Catamarca;9433;Vuelta;126;4
-34.7327694;-58.2970083;Calchaquí y San juan;9433;Vuelta;127;4
-34.7343300;-58.2958710;Calchaquí y Int Olivieri;9433;Vuelta;128;4
-34.7359964;-58.2960212;Urrestarazu y R Lopez;9433;Vuelta;129;4
-34.7352381;-58.2939345;R Lopez y Elustondo;9433;Vuelta;130;4
-34.7339068;-58.2911021;R Lopez y Acha;9433;Vuelta;131;4
-34.7327826;-58.2889295;R Lopez y L de La Torre;9433;Vuelta;132;4
-34.7318612;-58.2869875;R Lopez y J Gonzales;9433;Vuelta;133;4
-34.7308869;-58.2848525;R Lopez y G Marconi;9433;Vuelta;134;4
-34.7298993;-58.2827818;R Lopez y Av La Plata;9433;Vuelta;135;3
-34.7287751;-58.2806629;R Lopez y Condarco;9433;Vuelta;136;3
-34.7277302;-58.2786244;R Lopez y Martín Rodriguez;9433;Vuelta;137;3
-34.7266544;-58.2765913;R Lopez y Blas Parera;9433;Vuelta;138;3
-34.7256801;-58.2747191;R Lopez y Urquiza;9433;Vuelta;139;3
-34.7247057;-58.2726163;R Lopez y Larrea;9433;Vuelta;140;3
-34.7237886;-58.2707441;R Lopez y A Baranda;9433;Vuelta;141;3
-34.7227613;-58.2686895;R Lopez y B de Irigoyen;9433;Vuelta;142;3
-34.7218089;-58.2668012;R Lopez y V Lopez;9433;Vuelta;143;3
-34.7201378;-58.2656801;I Olivieri y Gran Canaria;9433;Vuelta;144;3
-34.7205920;-58.2623059;Yrigoyen y Colon;9433;Vuelta;145;3
-34.7222631;-58.2611471;Yrigoyen y Videla;9433;Vuelta;146;3
-34.6341350;-58.4250600;Av La Plata y Inclan;9433;Ida;123;11
-34.6317620;-58.4256750;Av La Plata y Pavón;9433;Ida;124;11
-34.6273200;-58.4266780;Av La Plata y San juan;9433;Ida;125;11
-34.6223888;-58.4276694;Av La Plata e Independencia;9433;Ida;126;11
-34.6186232;-58.4283936;Av La Plata y Venezuela;9433;Ida;127;11
-34.6159037;-58.4290159;Av La Plata y Rivadavia;9433;Ida;128;11
-34.6172180;-58.4340480;Rivadavia y Campichuelo;9433;Ida;129;11
-34.6768100;-58.3662683;Guemes y villegas (Alto Avell);213;Ida;87;1
-34.6776300;-58.3694420;Larralde y Larrazabal;213;Ida;88;1
-34.6768365;-58.3703184;C. Larralde y Velez Sarfield;213;Ida;89;1
-34.6715557;-58.3778930;Puente Alsina;213;Ida;90;1
-34.6739910;-58.3804250;Gutemberg y Heredia;213;Ida;91;1
-34.6739292;-58.3821309;Heredia y Yrigoyen;213;Ida;92;1
-34.6765409;-58.3829248;Yrigoyen y Galicia;213;Ida;93;1
-34.6794084;-58.3842713;Yrigoyen y Mario Bravo;213;Ida;94;1
-34.6814750;-58.3859370;Cabildo y Beguerenstain;213;Ida;95;1
-34.6800568;-58.3875275;Cabildo y Santiago;213;Ida;96;1
-34.6790466;-58.3887023;Cabildo y Santa Fe;213;Ida;97;1
-34.6783050;-58.3896270;Cabildo y Catamarca;213;Ida;98;1
-34.6770747;-58.3909929;Cabildo y Peru;213;Ida;99;1
-34.6753350;-58.3930670;Cabildo y Mendoza;213;Ida;100;1
-34.6734880;-58.3951970;Guatemala y Cabildo;213;Ida;101;1
-34.6736866;-58.3963412;Rivadavia y Paraguay;213;Ida;102;1
-34.6751204;-58.3979398;Rivadavia y Rep.Argentina;213;Ida;103;1
-34.6758130;-58.3989161;Rivadavia y Colombia;213;Ida;104;1
-34.6769865;-58.4006757;Rivadavia y Pte Perón;213;Ida;105;1
-34.6186020;-58.4371670;Rivadavia y Acoyte;9433;Ida;130;12
-34.6762409;-58.4023869;Pte Perón y Oliden;213;Ida;106;1
-34.6757230;-58.4031220;Pte Perón y Ucrania;213;Ida;107;1
-34.6747277;-58.4044361;Pte Perón y P de la Patria;213;Ida;108;1
-34.6740307;-58.4053749;Pte Perón y Juan Farrel;213;Ida;109;1
-34.6727204;-58.4071344;Pte Perón y J Rucci;213;Ida;110;1
-34.6714542;-58.4088832;Pte Perón y Burgos;213;Ida;111;1
-34.6701880;-58.4105462;Pte Perón y Armenia;213;Ida;112;1
-34.6689924;-58.4121609;Pte Perón y Valparaíso;213;Ida;113;1
-34.6677790;-58.4137541;Pte Perón y Lomas Valentinas;213;Ida;114;1
-34.6666099;-58.4153634;Pte Perón y Crotti;213;Ida;115;1
-34.6656304;-58.4166992;Pte Perón y La Habana;213;Ida;116;1
-34.6200800;-58.4406298;Rivadavia y Colpayo;9433;Ida;131;12
-34.6224771;-58.4463805;Rivadavia y Paynsandu;9433;Ida;132;12
-34.6238764;-58.4498459;Rivadavia y Miró;9433;Ida;133;12
-34.6254500;-58.4535320;Rivadavia y Curapaligue;9433;Ida;134;12
-34.6269488;-58.4575707;Rivadavia y F.L.Beltrán;9433;Ida;135;12
-34.6277420;-58.4593820;Rivadavia y Gabilán (Metrobus);9433;Ida;136;13
-34.7244500;-58.2598543;Alem y Gaboto;9433;Vuelta;147;3
-34.7246836;-58.2581592;Garibaldi y San Martin;9433;Vuelta;148;3
-34.7241854;-58.2572097;Garibaldi y Moreno;9433;Vuelta;149;3
-34.7232948;-58.2554072;Garibaldi y Brown;9433;Vuelta;150;3
-34.7227789;-58.2544255;Garibaldi y Alvear;9433;Vuelta;151;3
-34.7218133;-58.2525212;Garibaldi y Sarmiento;9433;Vuelta;152;2
-34.7212710;-58.2515609;Garibaldi y Paz;9433;Vuelta;153;2
-34.7208565;-58.2506061;Garibaldi y Pringles;9433;Vuelta;154;2
-34.7203715;-58.2497263;Garibaldi y Belgrano;9433;Vuelta;155;2
-34.7193750;-58.2478327;Garibaldi y Allison Bell;9433;Vuelta;156;2
-34.7183962;-58.2461751;Garibaldi y Cevallos;9433;Vuelta;157;2
-34.7173335;-58.2470709;Cevallos y Otamendi;9433;Vuelta;158;2
-34.7163458;-58.2463950;Otamendi y Monrroe;9433;Vuelta;159;2
-34.7152699;-58.2447052;Otamendi y Mozart;9433;Vuelta;160;2
-34.7142204;-58.2428920;Otamendi y A Lora;9433;Vuelta;161;2
-34.7131224;-58.2411003;Otamendi y Toledo;9433;Vuelta;162;2
-34.7115702;-58.2385039;Otamendi y Tte Brussa;9433;Vuelta;163;2
-34.7104634;-58.2366693;Otamendi y Panizza;9433;Vuelta;164;2
-34.7094447;-58.2348132;Otamendi y J B Justo;9433;Vuelta;165;2
-34.7086465;-58.2334399;Otamendi y Yoldi;9433;Vuelta;166;1
-34.7072045;-58.2310367;Otamendi y Cervantes;9433;Vuelta;167;1
-34.7079983;-58.2277966;Cervantes y Olavarría;9433;Vuelta;168;1
-34.7101238;-58.2241380;Cervantes y Iriarte;9433;Vuelta;169;1
-34.7115526;-58.2218206;Cervantes y 25 bis;9433;Vuelta;170;1
-34.7175760;-58.2126045;Cervantes y Echeverría;9433;Vuelta;171;1
-34.7212710;-58.2515609;Garibaldi y Paz;9434;Vuelta;150;2
-34.7208565;-58.2506061;Garibaldi y Pringles;9434;Vuelta;151;2
-34.7203715;-58.2497263;Garibaldi y Belgrano;9434;Vuelta;152;2
-34.7193750;-58.2478327;Garibaldi y Allison Bell;9434;Vuelta;153;2
-34.7183962;-58.2461751;Garibaldi y Cevallos;9434;Vuelta;154;2
-34.7173335;-58.2470709;Cevallos y Otamendi;9434;Vuelta;155;2
-34.7163458;-58.2463950;Otamendi y Monrroe;9434;Vuelta;156;2
-34.7152699;-58.2447052;Otamendi y Mozart;9434;Vuelta;157;2
-34.7142204;-58.2428920;Otamendi y A Lora;9434;Vuelta;158;2
-34.7131224;-58.2411003;Otamendi y Toledo;9434;Vuelta;159;2
-34.7115702;-58.2385039;Otamendi y Tte Brussa;9434;Vuelta;160;2
-34.7104634;-58.2366693;Otamendi y Panizza;9434;Vuelta;161;2
-34.7094447;-58.2348132;Otamendi y J B Justo;9434;Vuelta;162;2
-34.7086465;-58.2334399;Otamendi y Yoldi;9434;Vuelta;163;2
-34.7072045;-58.2310367;Otamendi y Cervantes;9434;Vuelta;164;1
-34.7080071;-58.2278395;Cervantes y Olavarría;9434;Vuelta;165;1
-34.7101767;-58.2240522;Cervantes y Iriarte;9434;Vuelta;166;1
-34.7127167;-58.2201040;Cervantes y 25 bis;9434;Vuelta;167;1
-34.7176113;-58.2125187;Cervantes y Echaverria;9434;Vuelta;168;1
-34.6294825;-58.4651023;Rivadavia y Pedernera;9433;Ida;137;13
-34.6309391;-58.4708422;Rivadavia y Argeritch;9433;Ida;138;13
-34.6317999;-58.4740287;Rivadavia y Cuenca;9433;Ida;139;13
-34.6327709;-58.4776819;Rivadavia y San Nicolás;9433;Ida;140;13
-34.6625594;-58.4171551;R de Escalada y A L Palacios;213;Ida;117;1
-34.6514838;-58.4162700;Av Saenz y Esquiú  (metrobus);213;Ida;118;1
-34.6480450;-58.4170370;Av La Plata y Saenz;213;Ida;119;1
-34.7141013;-58.3482921;Matanza y C G Belgrano;286;Ida;1;1
-34.7135590;-58.3488983;Belgrano y Chascomus;286;Ida;1;1
-34.7121170;-58.3505613;Belgrano y Centenario U;286;Ida;1;1
-34.7099254;-58.3531255;Belgrano y Posadas;286;Ida;1;1
-34.7083246;-58.3549708;Belgrano y Barcelo;286;Ida;1;1
-34.7071692;-58.3563012;Belgrano y Pedernera;286;Ida;1;1
-34.7057712;-58.3579695;Belgrano y San Lorenzo  ;286;Ida;1;1
-34.7045938;-58.3592999;Belgrano y Suipacha;286;Ida;1;1
-34.7041660;-58.3608180;Bustamante y Dehesa;286;Ida;1;1
-34.7034780;-58.3622879;Bustamante y Cao;286;Ida;1;1
-34.7023710;-58.3638006;Bustamante y J B Justo;286;Ida;1;1
-34.7015507;-58.3647555;Bustamante y Madariaga;286;Ida;1;1
-34.6998748;-58.3667994;Bustamante y Ferre;286;Ida;1;1
-34.6977887;-58.3697820;Bustamante y Salta;286;Ida;1;1
-34.6966288;-58.3711660;Bustamante y Basavilbaso;286;Ida;1;1
-34.6947543;-58.3733654;Bustamante y Sarmiento;286;Ida;1;1
-34.6926857;-58.3757633;Bustamante y Mamberti;286;Ida;1;1
-34.6917594;-58.3768576;Bustamante y Donovan;286;Ida;1;1
-34.6896290;-58.3794433;Bustamante y LaCarra;286;Ida;1;1
-34.6864708;-58.3835793;Puente Gerli;286;Ida;1;1
-34.6845563;-58.3861488;Brasil y Yrigoyen;286;Ida;1;1
-34.6814750;-58.3859370;Cabildo y Beguerenstain;286;Ida;1;1
-34.6800568;-58.3875275;Cabildo y Santiago;286;Ida;1;1
-34.6790466;-58.3887023;Cabildo y Santa Fe;286;Ida;1;1
-34.6783050;-58.3896270;Cabildo y Catamarca;286;Ida;1;1
-34.6770747;-58.3909929;Cabildo y Peru;286;Ida;1;1
-34.6753350;-58.3930670;Cabildo y Mendoza;286;Ida;1;1
-34.6734880;-58.3951970;Guatemala y Cabildo;286;Ida;1;1
-34.6736866;-58.3963412;Rivadavia y Paraguay;286;Ida;1;1
-34.6751204;-58.3979398;Rivadavia y Rep.Argentina;286;Ida;1;1
-34.6758130;-58.3989161;Rivadavia y Colombia;286;Ida;1;1
-34.6769865;-58.4006757;Rivadavia y Pte Perón;286;Ida;1;1
-34.6762409;-58.4023869;Pte Perón y Oliden;286;Ida;1;1
-34.6757230;-58.4031220;Pte Perón y Ucrania;286;Ida;1;1
-34.6747277;-58.4044361;Pte Perón y P de la Patria;286;Ida;1;1
-34.6740307;-58.4053749;Pte Perón y Juan Farrel;286;Ida;1;1
-34.6727204;-58.4071344;Pte Perón y J Rucci;286;Ida;1;1
-34.6714542;-58.4088832;Pte Perón y Burgos;286;Ida;1;1
-34.6701880;-58.4105462;Pte Perón y Armenia;286;Ida;1;1
-34.6689924;-58.4121609;Pte Perón y Valparaíso;286;Ida;1;1
-34.6677790;-58.4137541;Pte Perón y Lomas Valentinas;286;Ida;1;1
-34.6666099;-58.4153634;Pte Perón y Crotti;286;Ida;1;1
-34.6656304;-58.4166992;Pte Perón y La Habana;286;Ida;1;1
-34.6625594;-58.4171551;R de Escalada y A L Palacios;286;Ida;1;1
-34.6514838;-58.4162700;Av Saenz y Esquiú  (metrobus);286;Ida;1;1
-34.6480450;-58.4170370;Av La Plata y Saenz;286;Ida;1;1
-34.6431350;-58.4225570;Av La Plata y Chiclana;286;Ida;1;1
-34.6404287;-58.4233725;Av La Plata y Caceros;286;Ida;1;1
-34.6387350;-58.4238520;Av La Plata y Rondeau;286;Ida;1;1
-34.6341350;-58.4250600;Av La Plata y Inclan;286;Ida;1;1
-34.6338303;-58.4822041;Rivadavia y Segurola;9433;Ida;141;13
-34.6317620;-58.4256750;Av La Plata y Pavón;286;Ida;1;1
-34.6273200;-58.4266780;Av La Plata y San juan;286;Ida;1;1
-34.6223888;-58.4276694;Av La Plata e Independencia;286;Ida;1;1
-34.6186232;-58.4283936;Av La Plata y Venezuela;286;Ida;1;1
-34.6159037;-58.4290159;Av La Plata y Rivadavia;286;Ida;1;1
-34.6172180;-58.4340480;Rivadavia y Campichuelo;286;Ida;1;1
