Ramal;Sentido;Nombre parada;Latitud;Longitud;Seccion;Orden
213;Ida;Cervantes y Echeverría;-34.7179376;-58.2119823;1;1
213;Ida;Cervantes y Franklin;-34.7139426;-58.2181513;1;2
213;Ida;Cervantes y 25 bis;-34.7126418;-58.2200986;1;3
213;Ida;Cervantes y 23 bis;-34.7115261;-58.2217669;1;4
213;Ida;Cervantes y Iriarte (Pejerrey);-34.7102737;-58.2235157;1;5
213;Ida;Cervantes y Alamos;-34.7092419;-58.2250339;1;6
213;Ida;Cervantes y Olavarría;-34.7080380;-58.2270402;1;7
213;Ida;Otamendi y Cervantes;-34.7071383;-58.2308811;1;8
213;Ida;Otamendi y Yoldi;-34.7085070;-58.2334830;1;9
213;Ida;Otamendi y Juan B Justo;-34.7092270;-58.2347350;1;10
213;Ida;Otamendi y Panizza;-34.7102120;-58.2364601;1;11
213;Ida;Otamendi y Brussa;-34.7113189;-58.2383162;1;12
213;Ida;Otamendi y Toledo;-34.7129019;-58.2410896;1;13
213;Ida;Otamendi y Lora;-34.7139514;-58.2427847;1;14
213;Ida;Otamendi y Mozart;-34.7149788;-58.2445496;1;15
213;Ida;Otamendi y Monrroe;-34.7160283;-58.2463306;1;16
213;Ida;Ceballos y Otamendi;-34.7173026;-58.2474250;1;17
213;Ida;Alem y Belgrano;-34.7194550;-58.2500350;1;18
213;Ida;Alem y Paz;-34.7204250;-58.2519620;1;19
213;Ida;Alem y Mitre;-34.7213680;-58.2538650;1;20
213;Ida;Alem y Brown;-34.7223170;-58.2557270;1;21
213;Ida;Alem y Moreno;-34.7233200;-58.2576070;1;22
213;Ida;Alem y H Yrigoyen;-34.7240928;-58.2592857;1;23
213;Ida;Yrigoyen y Alsina;-34.7232904;-58.2602835;1;24
213;Ida;Yrigoyen y 9 de Julio;-34.7217340;-58.2614529;1;25
213;Ida;Yrigoyen y Colon;-34.7207820;-58.2622130;1;26
213;Ida;Yrigoyen y Alberdi;-34.7190223;-58.2634753;1;27
213;Ida;Gran Canaria y P Oliveri;-34.7194368;-58.2659429;1;28
213;Ida;Gran Canaria y R Lopez;-34.7206890;-58.2650256;1;29
213;Ida;R Lopez y V Lopez;-34.7216750;-58.2665870;1;30
213;Ida;R Lopez y B Irigoyen;-34.7226570;-58.2685150;1;31
213;Ida;R Lopez y A Baranda;-34.7235850;-58.2703480;1;32
213;Ida;A Baranda y San Luis;-34.7221308;-58.2716131;1;33
213;Ida;A Baranda y Rep Libano;-34.7204156;-58.2728630;1;34
213;Ida;A Baranda y La Rioja;-34.7187130;-58.2740420;1;35
213;Ida;A Baranda y Lamadrid;-34.7169950;-58.2751920;1;36
213;Ida;Belgrano y Boedo;-34.7151100;-58.2766050;1;37
213;Ida;Belgrano y Zapiola;-34.7136600;-58.2777200;1;38
213;Ida;Zapiola y San Martin;-34.7122493;-58.2755613;1;39
213;Ida;San Martin y Don Bosco;-34.7108294;-58.2773960;1;40
213;Ida;San Martín y 9 de Julio;-34.7097887;-58.2798529;1;41
213;Ida;San Martín y LN Alem;-34.7075529;-58.2854962;1;42
213;Ida;San Martín y Cerrito;-34.7066312;-58.2875562;1;43
213;Ida;San Martín y Montevideo;-34.7050524;-58.2908070;1;44
213;Ida;San Martín y Formosa;-34.7038749;-58.2948947;1;45
213;Ida;San Martin y Chaco;-34.7035309;-58.2961446;1;46
213;Ida;San Martin y Los Andes;-34.7029047;-58.2982314;1;47
213;Ida;San Martin y Bermejo;-34.7019741;-58.3009833;1;48
213;Ida;Ramón Franco y Caviglia;-34.7001042;-58.3061492;1;49
213;Ida;Ramón Franco y Las Flores;-34.6978240;-58.3111542;1;50
213;Ida;Martín Fierro y Sodera;-34.6984050;-58.3132750;1;51
213;Ida;M Fierro y Zola;-34.6993250;-58.3143550;1;52
213;Ida;M Fierro y Bragado;-34.7001615;-58.3153975;1;53
213;Ida;M Fierro y Zeballos;-34.7010744;-58.3164275;1;54
213;Ida;M Fierro y Mitre;-34.7027459;-58.3184981;1;55
213;Ida;Mitre y Bahia Blanca;-34.7022167;-58.3195174;1;56
213;Ida;Mitre y Lomas de Zamora;-34.7006511;-58.3214968;1;57
213;Ida;Mitre y Lobos;-34.6990369;-58.3235192;1;58
213;Ida;D Alighieri y Mitre;-34.6969750;-58.3259520;1;59
213;Ida;B. de los Italianos y Mitre;-34.6980570;-58.3273080;1;60
213;Ida;B. de los Italianos y Belgrano;-34.6989170;-58.3283680;1;61
213;Ida;B. de los Italianos y Solier;-34.7006370;-58.3304680;1;62
213;Ida;B. de los italianos y Villegas;-34.7024650;-58.3327020;1;63
213;Ida;B. de los Italianos y Mansilla;-34.7035001;-58.3340657;1;64
213;Ida;Arredondo y B. de los Italianos;-34.7039852;-58.3353102;1;65
213;Ida;Arredondo y Chascomus;-34.7024813;-58.3372575;1;66
213;Ida;Arredondo y Centerario U;-34.7010877;-58.3390117;1;67
213;Ida;Arredondo y Pierres;-34.6998748;-58.3405674;1;68
213;Ida;Arredondo y P Palos;-34.6983577;-58.3424449;1;69
213;Ida;Arredondo y Pedernera;-34.6968405;-58.3442044;1;70
213;Ida;Arredondo y El Salvador;-34.6956673;-58.3456528;1;71
213;Ida;Arredondo y Suipacha;-34.6945029;-58.3470368;1;72
213;Ida;Arredondo y Deheza;-34.6932282;-58.3485550;1;73
213;Ida;Arredondo y Molina;-34.6917480;-58.3504170;1;74
213;Ida;Arredondo y Sarrat;-34.6906038;-58.3517522;1;75
213;Ida;Madariaga y C. Larralde;-34.6905200;-58.3535814;1;76
213;Ida;Larralde y Ferre;-34.6895937;-58.3549118;1;77
213;Ida;Larralde y  Supisiche;-34.6881028;-58.3566284;1;78
213;Ida;Larralde y Salta;-34.6869163;-58.3580661;1;79
213;Ida;Larralde y O Higgins;-34.6854121;-58.3599061;1;80
213;Ida;Larralde y Sarmiento;-34.6838329;-58.3618534;1;81
213;Ida;Larralde y Tres Sargentos;-34.6825350;-58.3635020;1;82
213;Ida;Eva Peron y Elisalde;-34.6796330;-58.3641470;1;83
213;Ida;Eva Peron y Guemes;-34.6767580;-58.3645480;1;84
213;Ida;Pitágoras (Museo);-34.6740920;-58.3622500;1;85
213;Ida;Guemes y Lanares;-34.6749836;-58.3642191;1;86
213;Ida;Guemes y villegas (Alto Avell);-34.6768100;-58.3662683;1;87
213;Ida;Larralde y Larrazabal;-34.6776300;-58.3694420;1;88
213;Ida;C. Larralde y Velez Sarfield;-34.6768365;-58.3703184;1;89
213;Ida;Puente Alsina;-34.6715557;-58.3778930;1;90
213;Ida;Gutemberg y Heredia;-34.6739910;-58.3804250;1;91
213;Ida;Heredia y Yrigoyen;-34.6739292;-58.3821309;1;92
213;Ida;Yrigoyen y Galicia;-34.6765409;-58.3829248;1;93
213;Ida;Yrigoyen y Mario Bravo;-34.6794084;-58.3842713;1;94
213;Ida;Cabildo y Beguerenstain;-34.6814750;-58.3859370;1;95
213;Ida;Cabildo y Santiago;-34.6800568;-58.3875275;1;96
213;Ida;Cabildo y Santa Fe;-34.6790466;-58.3887023;1;97
213;Ida;Cabildo y Catamarca;-34.6783050;-58.3896270;1;98
213;Ida;Cabildo y Peru;-34.6770747;-58.3909929;1;99
213;Ida;Cabildo y Mendoza;-34.6753350;-58.3930670;1;100
213;Ida;Guatemala y Cabildo;-34.6734880;-58.3951970;1;101
213;Ida;Rivadavia y Paraguay;-34.6736866;-58.3963412;1;102
213;Ida;Rivadavia y Rep.Argentina;-34.6751204;-58.3979398;1;103
213;Ida;Rivadavia y Colombia;-34.6758130;-58.3989161;1;104
213;Ida;Rivadavia y Pte Perón;-34.6769865;-58.4006757;1;105
213;Ida;Pte Perón y Oliden;-34.6762409;-58.4023869;1;106
213;Ida;Pte Perón y Ucrania;-34.6757230;-58.4031220;1;107
213;Ida;Pte Perón y P de la Patria;-34.6747277;-58.4044361;1;108
213;Ida;Pte Perón y Juan Farrel;-34.6740307;-58.4053749;1;109
213;Ida;Pte Perón y J Rucci;-34.6727204;-58.4071344;1;110
213;Ida;Pte Perón y Burgos;-34.6714542;-58.4088832;1;111
213;Ida;Pte Perón y Armenia;-34.6701880;-58.4105462;1;112
213;Ida;Pte Perón y Valparaíso;-34.6689924;-58.4121609;1;113
213;Ida;Pte Perón y Lomas Valentinas;-34.6677790;-58.4137541;1;114
213;Ida;Pte Perón y Crotti;-34.6666099;-58.4153634;1;115
213;Ida;Pte Perón y La Habana;-34.6656304;-58.4166992;1;116
213;Ida;R de Escalada y A L Palacios;-34.6625594;-58.4171551;1;117
213;Ida;Av Saenz y Esquiú  (metrobus);-34.6514838;-58.4162700;1;118
213;Ida;Av La Plata y Saenz;-34.6480450;-58.4170370;1;119
213;Ida;Av La Plata y Chiclana;-34.6431350;-58.4225570;1;120
213;Ida;Av La Plata y Caceros;-34.6404287;-58.4233725;1;121
213;Ida;Av La Plata y Rondeau;-34.6387350;-58.4238520;1;122
213;Ida;Av La Plata y Inclan;-34.6341350;-58.4250600;1;123
213;Ida;Av La Plata y Pavón;-34.6317620;-58.4256750;1;124
213;Ida;Av La Plata y San juan;-34.6273200;-58.4266780;1;125
213;Ida;Av La Plata e Independencia;-34.6223888;-58.4276694;1;126
213;Ida;Av La Plata y Venezuela;-34.6186232;-58.4283936;1;127
213;Ida;Av La Plata y Rivadavia;-34.6159037;-58.4290159;1;128
213;Ida;Rivadavia y Campichuelo;-34.6172180;-58.4340480;1;129
213;Ida;Rivadavia y Acoyte;-34.6186020;-58.4371670;1;130
213;Ida;Rivadavia y Colpayo;-34.6200800;-58.4406298;1;131
213;Ida;Rivadavia y Paynsandu;-34.6225521;-58.4463751;1;132
213;Ida;Rivadavia y Miró;-34.6238764;-58.4498459;1;133
213;Ida;Rivadavia y Curapaligue;-34.6254500;-58.4535320;1;134
213;Ida;Rivadavia y F.L.Beltrán;-34.6269488;-58.4575707;1;135
213;Ida;Rivadavia y Gabilán (Metrobus);-34.6277420;-58.4593820;1;136
213;Ida;Rivadavia y Pedernera;-34.6294825;-58.4651023;1;137
213;Ida;Rivadavia y Argeritch;-34.6309303;-58.4708261;1;138
213;Ida;Rivadavia y Cuenca;-34.6317999;-58.4740287;1;139
213;Ida;Rivadavia y San Nicolás;-34.6327709;-58.4776819;1;140
213;Ida;Rivadavia y Segurola;-34.6338303;-58.4822041;1;141
213;Ida;Mercedez y Bacacay;-34.6320100;-58.4839100;1;142
213;Ida;Mercedez y Avellaneda;-34.6300470;-58.4848320;1;143
213;Ida;Mercedez y Morón;-34.6277120;-58.4859020;1;144
213;Ida;Av Gaona y Gualeguaychu;-34.6266320;-58.4876530;1;145
213;Ida;Sanabria y Juan B. Justo;-34.6268720;-58.4893000;1;146
213;Ida;Sanabria y R.deE.San Martin;-34.6249920;-58.4916500;1;147
213;Ida;Sanabria y M Cervantes;-34.6232250;-58.4938600;1;148
213;Ida;Sanabria y San Blas;-34.6216251;-58.4958780;1;149
213;Ida;Sanabria y Miranda;-34.6192589;-58.4988284;1;150
213;Ida;Sanabria y A.Jonte;-34.6171380;-58.5013630;1;151
213;Ida;Sanabria y Snato Tomé;-34.6144970;-58.5033830;1;152
213;Ida;Sanabria y Nogoyá;-34.6115080;-58.5060470;1;153
213;Ida;Sanabria y P.Lozano;-34.6091630;-58.5081070;1;154
213;Ida;Sanabria y Simbron;-34.6074003;-58.5095894;1;155
213;Ida;Sanabria y Beiró;-34.6058638;-58.5109091;1;156
213;Ida;Beiró y Marcos Paz;-34.6075151;-58.5145569;1;157
213;Ida;Beiró y Desaguadero;-34.6096079;-58.5178721;1;158
213;Ida;Beiró y Bermudez;-34.6110750;-58.5202920;1;159
213;Ida;Beiró y L.de Vega;-34.6138200;-58.5248970;1;160
213;Ida;Beiró y Moliere;-34.6158066;-58.5274637;1;161
213;Ida;Beiró y Gral Paz;-34.6174665;-58.5296202;1;162
213;Ida;Av Gral Paz y San Roque;-34.6191176;-58.5312724;1;163
213;Ida;Roca y R A Siria;-34.6228214;-58.5313421;1;164
213;Ida;Roca y Mansoni;-34.6240177;-58.5326779;1;165
213;Ida;Roca y Barragán;-34.6250595;-58.5340297;1;166
213;Ida;Roca y San ignacio;-34.6267650;-58.5358100;1;167
213;Ida;Bergamini y Croacia;-34.6285500;-58.5348670;1;168
213;Vuelta;Croacia y Bergamini;-34.6284584;-58.5343730;1;1
213;Vuelta;San ignacio y Croacia;-34.6279508;-58.5345072;1;1
213;Vuelta;San ignacio y G Roca;-34.6271386;-58.5355800;1;1
213;Vuelta;San ignacio y Pelegrini;-34.6265118;-58.5364598;1;1
213;Vuelta;Pelegrini y Necochea;-34.6252449;-58.5355693;1;1
213;Vuelta;Pelegrini y Dardo Rocha;-34.6240000;-58.5341477;1;1
213;Vuelta;Pelegrini y R A Siria;-34.6226360;-58.5326350;1;1
213;Vuelta;Rep A Siria y San Roque;-34.6216030;-58.5336220;1;1
213;Vuelta;San Roque y Los Andes;-34.6207775;-58.5329998;1;1
213;Vuelta;San Roque Y Gral Paz;-34.6192809;-58.5314494;1;1
213;Vuelta;Beiró y Irigoyen;-34.6179875;-58.5301888;1;1
213;Vuelta;Beiró y Lopez de Vega;-34.6138287;-58.5248297;1;1
213;Vuelta;Beiró y Bermudez;-34.6110031;-58.5202163;1;1
213;Vuelta;Beiró y Marcos Paz;-34.6075814;-58.5145140;1;1
213;Vuelta;Segurola y Navarro;-34.6062435;-58.5132855;1;1
213;Vuelta;Cantilo y Sanabria;-34.6046054;-58.5136288;1;1
213;Vuelta;Cantilo y Gualeguaychu;-34.6036296;-58.5120088;1;1
213;Vuelta;Gualeguaychu y Beiró;-34.6048262;-58.5106087;1;1
213;Vuelta;Segurola y Varela;-34.6072679;-58.5120517;1;1
213;Vuelta;Segurola y Pedro Lozano;-34.6098993;-58.5098523;1;1
213;Vuelta;Segurola y Nogoya;-34.6121775;-58.5080069;1;1
213;Vuelta;Segurola y Santo tomé;-34.6150163;-58.5053462;1;1
213;Vuelta;Segurola y Alvarez Jonte;-34.6177535;-58.5026479;1;1
213;Vuelta;Segurola y Miranda;-34.6195591;-58.5005558;1;1
213;Vuelta;Segurola y E Gonzalez;-34.6204287;-58.4993809;1;1
213;Vuelta;Segurola y Pablo Podestá;-34.6216118;-58.4979218;1;1
213;Vuelta;Segurola y Camarones;-34.6230200;-58.4961301;1;1
213;Vuelta;Segurola y M Cervantes;-34.6238544;-58.4950626;1;1
213;Vuelta;Segurola y R Escalada SM;-34.6255539;-58.4929329;1;1
213;Vuelta;Segurola y Juan B Justo;-34.6266751;-58.4915435;1;1
213;Vuelta;Segurola y Gaona;-34.6275226;-58.4904063;1;1
213;Vuelta;Segurola y Aranguren;-34.6291073;-58.4884483;1;1
213;Vuelta;Segurola y Bacacay;-34.6318882;-58.4850097;1;1
213;Vuelta;Rivadavia y Candelaria;-34.6335963;-58.4807235;1;1
213;Vuelta;Rivadavia y dolores;-34.6327224;-58.4772152;1;1
213;Vuelta;Rivadavia y José Marti;-34.6315792;-58.4726715;1;1
213;Vuelta;Rivadavia y Nazca (metrobus);-34.6305419;-58.4689111;1;1
213;Vuelta;Rivadavia y Bonorino;-34.6281848;-58.4604943;1;1
213;Vuelta;Rivadavia y Carabobo;-34.6263838;-58.4561062;1;1
213;Vuelta;Rivadavia y Curapaligue;-34.6254524;-58.4536171;1;1
213;Vuelta;Rivadavia y Puan;-34.6236910;-58.4491110;1;1
213;Vuelta;Rivadavia y Hortiguera;-34.6228744;-58.4467989;1;1
213;Vuelta;Rosario y Centenera;-34.6206495;-58.4405279;1;1
213;Vuelta;Rosario y José M Moreno;-34.6195149;-58.4364295;1;1
213;Vuelta;Rosario y Doblas;-34.6187600;-58.4319717;1;1
213;Vuelta;Rosario y Av La Plata;-34.6184245;-58.4292412;1;1
213;Vuelta;Av La Plata y Alberdi;-34.6214794;-58.4278679;1;1
213;Vuelta;Av La Plata y Pedro Goyena;-34.6247328;-58.4272939;1;1
213;Vuelta;Av La Plata y Directorio;-34.6266045;-58.4268701;1;1
213;Vuelta;Av La Plata y Asamblea;-34.6309524;-58.4259206;1;1
213;Vuelta;Av La Plata y Santander;-34.6333359;-58.4252930;1;1
213;Vuelta;Av La Plata Zaraza;-34.6365447;-58.4245098;1;1
213;Vuelta;Av La Plata y Cobo;-34.6398373;-58.4235871;1;1
213;Vuelta;Av La Plata F de la Cruz;-34.6420352;-58.4230828;1;1
213;Vuelta;Av La Plata F Rivera;-34.6447141;-58.4212911;1;1
213;Vuelta;Av La Plata Tabare;-34.6469295;-58.4194511;1;1
213;Vuelta;Av La Plata Saenz;-34.6480858;-58.4170103;1;1
213;Vuelta;Saenz y Esquiú (metrobus);-34.6513602;-58.4164739;1;1
213;Vuelta;R de Escalada y Palacios;-34.6625727;-58.4174234;1;1
213;Vuelta;Peron y Crotti;-34.6663628;-58.4158409;1;1
213;Vuelta;Peron y L Valentinas;-34.6674834;-58.4142959;1;1
213;Vuelta;Peron y Valparaiso;-34.6687365;-58.4126329;1;1
213;Vuelta;Peron y Armenia;-34.6700689;-58.4108520;1;1
213;Vuelta;Peron y Paso de Burgos;-34.6712513;-58.4092373;1;1
213;Vuelta;Peron y Itapiru;-34.6719836;-58.4081858;1;1
213;Vuelta;Peron y Rucci;-34.6731748;-58.4066731;1;1
213;Vuelta;Peron y Balbin;-34.6743218;-58.4051496;1;1
213;Vuelta;Peron y Oliden;-34.6760159;-58.4027839;1;1
213;Vuelta;Peron y Rivadavia;-34.6771497;-58.4012282;1;1
213;Vuelta;Rivadavia Rep Argentina;-34.6755615;-58.3981276;1;1
213;Vuelta;Rivadavia y Paraguay;-34.6740969;-58.3964646;1;1
213;Vuelta;Rivadavia y Chile;-34.6725351;-58.3947694;1;1
213;Vuelta;Chile y Cabildo;-34.6732630;-58.3938253;1;1
213;Vuelta;Cabildo y Mendoza;-34.6753851;-58.3930260;1;1
213;Vuelta;Cabildo y Peru;-34.6771100;-58.3910358;1;1
213;Vuelta;Cabildo y Catamarca;-34.6779394;-58.3901024;1;1
213;Vuelta;Cabildo y Santa Fe;-34.6789143;-58.3890188;1;1
213;Vuelta;Cabildo y Sgo del Estero;-34.6801495;-58.3876187;1;1
213;Vuelta;Cabildo y Beguerestein;-34.6815038;-58.3860040;1;1
213;Vuelta;Yrigoyen y Chile;-34.6809215;-58.3846521;1;1
213;Vuelta;Yrigoyen y Mario Brabo;-34.6794260;-58.3840513;1;1
213;Vuelta;Yrigoyen y Galicia;-34.6773306;-58.3830911;1;1
213;Vuelta;Yrigoyen y Uruguay;-34.6749351;-58.3821362;1;1
213;Vuelta;Gutemberg y Heredia;-34.6743924;-58.3802640;1;1
213;Vuelta;Larralde y Puente Alsina;-34.6717321;-58.3771205;1;1
213;Vuelta;Larralde y Velez Sarfield;-34.6765277;-58.3708709;1;1
213;Vuelta;Larralde y Larrazabal;-34.6777805;-58.3693206;1;1
213;Vuelta;Guemes y Arredondo;-34.6781202;-58.3674002;1;1
213;Vuelta;Guemes y Berizo;-34.6768321;-58.3659196;1;1
213;Vuelta;Eva Peron y Guemes;-34.6758924;-58.3649057;1;1
213;Vuelta;Eva Peron y Ocampo;-34.6793731;-58.3642459;1;1
213;Vuelta;Larralde y Tres Sargentos;-34.6825757;-58.3635056;1;1
213;Vuelta;Larralde y Sarmiento;-34.6838285;-58.3619070;1;1
213;Vuelta;Larralde y O Higgins;-34.6853106;-58.3600938;1;1
213;Vuelta;Larralde y Salta;-34.6867751;-58.3584094;1;1
213;Vuelta;Larralde y Supisiche;-34.6879837;-58.3569503;1;1
213;Vuelta;Larralde y Ferre;-34.6894570;-58.3552659;1;1
213;Vuelta;Larralde y Madariaga;-34.6906303;-58.3538282;1;1
213;Vuelta;Larralde y R Sarrat;-34.6923902;-58.3517790;1;1
213;Vuelta;Larralde y Deheza;-34.6940618;-58.3497781;1;1
213;Vuelta;Larralde y Suipacha;-34.6953321;-58.3482814;1;1
213;Vuelta;Larralde y el Salvador;-34.6969243;-58.3463770;1;1
213;Vuelta;Larralde y Puerto de Palos;-34.6987987;-58.3441401;1;1
213;Vuelta;Larralde y Pierres;-34.7007348;-58.3417958;1;1
213;Vuelta;Larralde y Centenario Uru;-34.7021417;-58.3401489;1;1
213;Vuelta;Larralde y Chascomus;-34.7035927;-58.3381158;1;1
213;Vuelta;Larralde y B. de Los Italianos;-34.7049951;-58.3362222;1;1
213;Vuelta;B de Los Italianos y Mansilla;-34.7036147;-58.3340979;1;1
213;Vuelta;B de Los Italianos y Villegas;-34.7026092;-58.3328426;1;1
213;Vuelta;B de Los Italianos y Soilier;-34.7009510;-58.3307397;1;1
213;Vuelta;B de Los Italianos y Belgrano;-34.6990545;-58.3284438;1;1
213;Vuelta;B de Los Italianos y Mitre;-34.6975020;-58.3265179;1;1
213;Vuelta;B Mitre y Mendez;-34.6983489;-58.3249784;1;1
213;Vuelta;B Mitre y Corvalan;-34.6998043;-58.3231598;1;1
213;Vuelta;B Mitre y Rondeau;-34.7013391;-58.3211964;1;1
213;Vuelta;B Mitre y Rodo;-34.7029752;-58.3190560;1;1
213;Vuelta;Onsari y Mitre;-34.7045629;-58.3180904;1;1
213;Vuelta;Las Flores y M Moreno;-34.7031825;-58.3164972;1;1
213;Vuelta;Las Flores y Zeballos;-34.7022828;-58.3154511;1;1
213;Vuelta;Las Flores y Soreda;-34.6996852;-58.3123988;1;1
213;Vuelta;Ramón Franco y R Español;-34.6992530;-58.3082682;1;1
213;Vuelta;San Martín y Pilcomayo;-34.7021902;-58.3005917;1;1
213;Vuelta;San Martín y Chaco;-34.7035530;-58.2967615;1;1
213;Vuelta;San Martín y formosa;-34.7039940;-58.2950020;1;1
213;Vuelta;San Martín y Montevideo;-34.7047834;-58.2917351;1;1
213;Vuelta;San Martín y C Franco;-34.7057360;-58.2896322;1;1
213;Vuelta;San Martín y Zeballos;-34.7069884;-58.2869983;1;1
213;Vuelta;San Martín y 25 de Mayo;-34.7091007;-58.2820898;1;1
213;Vuelta;San Martín y 9 de Julio;-34.7097049;-58.2805127;1;1
213;Vuelta;San Martín y Don bosco;-34.7106706;-58.2781416;1;1
213;Vuelta;San Martín y Zapiola;-34.7116760;-58.2759798;1;1
213;Vuelta;Zapiola y Belgrano;-34.7132415;-58.2777178;1;1
213;Vuelta;Berlgrano y Boedo;-34.7147540;-58.2769668;1;1
213;Vuelta;Berlgrano y Lamadrid;-34.7164075;-58.2757545;1;1
213;Vuelta;A Baranda y La Rioja;-34.7182462;-58.2744348;1;1
213;Vuelta;A Baranda y Rep del Libano;-34.7202260;-58.2731634;1;1
213;Vuelta;A Baranda y San Luis;-34.7218486;-58.2718921;1;1
213;Vuelta;R Lopez y A Baranda;-34.7235505;-58.2702345;1;1
213;Vuelta;R Lopez y B de Irigoyen;-34.7227613;-58.2686895;1;1
213;Vuelta;R Lopez y V Lopez;-34.7218089;-58.2668012;1;1
213;Vuelta;I Olivieri y Gran Canaria;-34.7201378;-58.2656801;1;1
213;Vuelta;Yrigoyen y Colon;-34.7205920;-58.2623059;1;1
213;Vuelta;Yrigoyen y Videla;-34.7222631;-58.2611471;1;1
213;Vuelta;Alem y Gaboto;-34.7244500;-58.2598543;1;1
213;Vuelta;Garibaldi y San Martin;-34.7246836;-58.2581592;1;1
213;Vuelta;Garibaldi y Moreno;-34.7241854;-58.2572097;1;1
213;Vuelta;Garibaldi y Brown;-34.7232948;-58.2554072;1;1
213;Vuelta;Garibaldi y Alvear;-34.7227789;-58.2544255;1;1
213;Vuelta;Garibaldi y Sarmiento;-34.7218133;-58.2525212;1;1
213;Vuelta;Garibaldi y Paz;-34.7212710;-58.2515609;1;1
213;Vuelta;Garibaldi y Pringles;-34.7208565;-58.2506061;1;1
213;Vuelta;Garibaldi y Belgrano;-34.7203715;-58.2497263;1;1
213;Vuelta;Garibaldi y Allison Bell;-34.7193750;-58.2478327;1;1
213;Vuelta;Garibaldi y Cevallos;-34.7183962;-58.2461751;1;1
213;Vuelta;Cevallos y Otamendi;-34.7173335;-58.2470709;1;1
213;Vuelta;Otamendi y Monrroe;-34.7163458;-58.2463950;1;1
213;Vuelta;Otamendi y Mozart;-34.7152699;-58.2447052;1;1
213;Vuelta;Otamendi y A Lora;-34.7142204;-58.2428920;1;1
213;Vuelta;Otamendi y Toledo;-34.7131224;-58.2411003;1;1
213;Vuelta;Otamendi y Tte Brussa;-34.7115702;-58.2385039;1;1
213;Vuelta;Otamendi y Panizza;-34.7104634;-58.2366693;1;1
213;Vuelta;Otamendi y J B Justo;-34.7094447;-58.2348132;1;1
213;Vuelta;Otamendi y Yoldi;-34.7086465;-58.2334399;1;1
213;Vuelta;Otamendi y Cervantes;-34.7072045;-58.2310367;1;1
213;Vuelta;Cervantes y Olavarría;-34.7079277;-58.2279146;1;1
213;Vuelta;Cervantes y Iriarte;-34.7101723;-58.2240576;1;1
213;Vuelta;Cervantes y 25 bis;-34.7126374;-58.2201898;1;1
213;Vuelta;Cervantes y Echeverría;-34.7176422;-58.2124436;1;1
237;Ida;Ecuador y B Mitre;-34.6095594;-58.4086847;1;1
237;Ida;B Mitre y Plaza Miserere;-34.6092680;-58.4080142;1;2
237;Ida;Av Jujuy y H Yrigoyen;-34.6106896;-58.4060133;1;3
237;Ida;Av Jujuy y A Alsina;-34.6120716;-58.4057236;1;4
237;Ida;Av Belgrano y Alberti;-34.6145218;-58.4021670;1;5
237;Ida;Av Belgrano y Pasco;-34.6142967;-58.3979559;1;6
237;Ida;Av Belgrano y Sarandi;-34.6141201;-58.3951342;1;7
237;Ida;Av Belgrano y Entre Ríos;-34.6139347;-58.3921194;1;8
237;Ida;Av Belgrano y Saenz Peña;-34.6136256;-58.3878601;1;9
237;Ida;Av Belgrano y Santiago del Estero;-34.6133916;-58.3852637;1;10
237;Ida;Av Belgrano y Lima;-34.6132327;-58.3820289;2;11
237;Ida;Av 9 de Julio y Mexico;-34.6149104;-58.3809561;2;12
237;Ida;Av 9 de Juio y Estados Unidos;-34.6182214;-58.3807898;2;13
237;Ida;Lima y Constitución;-34.6250948;-58.3823508;2;14
237;Ida;Brasil y Lima;-34.6276197;-58.3810580;2;15
237;Ida;Gral Hornos y Av Caseros;-34.6291603;-58.3790570;2;16
237;Ida;Av Montes de Oca y Ituzaingó;-34.6314070;-58.3765572;2;17
237;Ida;Av Montes de Oca y Uspallata;-34.6330225;-58.3758974;2;18
237;Ida;Av Montes de Oca y A del Valle;-34.6359621;-58.3751839;3;19
237;Ida;Av Montes de Oca y Quinquela Martín;-34.6435049;-58.3737141;3;20
237;Ida;Av Montes de Oca y California;-34.6464220;-58.3732045;3;21
237;Ida;Av Montes de Oca y Av G Tomas Iriarte;-34.6480196;-58.3729255;3;22
237;Ida;Av Manuel Belgrano y Mariano Acosta;-34.6599782;-58.3697712;3;23
237;Ida;Av Manuel Belgrano y España;-34.6617564;-58.3682370;4;24
237;Ida;Av Manuel Belgrano y Alsina;-34.6641611;-58.3666652;4;25
237;Ida;Av Manuel Belgrano y 9 de Julio;-34.6659392;-58.3654958;4;26
237;Ida;Gral Paz y San Martín;-34.6662436;-58.3624971;4;27
237;Ida;Av B Mitre y G Arenales;-34.6652200;-58.3598202;4;28
237;Ida;Av B Mitre y Paso;-34.6659613;-58.3583611;4;29
237;Ida;Av B Mitre y J B Alberdi;-34.6679467;-58.3560544;4;30
237;Ida;Av B Mitre y Lambaré;-34.6694115;-58.3548099;4;31
237;Ida;Av B Mitre y Pastor Obligado;-34.6716704;-58.3529001;4;32
237;Ida;Av B Mitre y Spurr;-34.6727380;-58.3518648;4;33
237;Ida;Av B Mitre y Piñero;-34.6749307;-58.3497244;4;34
237;Ida;Av B Mitre y Independencia;-34.6770085;-58.3480078;5;35
237;Ida;Av B Mitre y Supisiche;-34.6791040;-58.3462805;5;36
237;Ida;Av B Mitre y G Acha;-34.6815611;-58.3448589;5;37
